supplier,category,collection,code,item_name,finish,price,currency,page,confidence,review_notes
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-8P-TT-SS,"YE-1103 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Satin Steel,3900,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-8P-TT-BM,"YE-1103 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Black Matt,4280,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-8P-DC-AB,"YE-1103 - Lever handle with 8"" backplate double cylinder and lockbody",Antique Brass,3900,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-8P-DC-SS,"YE-1103 - Lever handle with 8"" backplate double cylinder and lockbody",Satin Steel,3900,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-8P-DC-BM,"YE-1103 - Lever handle with 8"" backplate double cylinder and lockbody",Black Matt,4280,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-8P-BK-AB,"YE-1103 - Lever handle with 8"" backplate privacy cylinder & lockbody",Antique Brass,3900,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-8P-BK-SS,"YE-1103 - Lever handle with 8"" backplate privacy cylinder & lockbody",Satin Steel,3900,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-8P-BK-BM,"YE-1103 - Lever handle with 8"" backplate privacy cylinder & lockbody",Black Matt,4280,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-5P-BL-AB,"YE-1103 - Lever handle with 5"" backplate with baby latch",Antique Brass,2640,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-5P-BL-SS,"YE-1103 - Lever handle with 5"" backplate with baby latch",Satin Steel,2640,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-5P-BL-BM,"YE-1103 - Lever handle with 5"" backplate with baby latch",Black Matt,2900,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-OR-TT-AB,YE-1103 - Lever handle with Rose & Escutcheons with thumbturn cylinder and lockbody,Antique Brass,4100,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-OR-TT-SS,YE-1103 - Lever handle with Rose & Escutcheons with thumbturn cylinder and lockbody,Satin Steel,4100,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-OR-TT-BM,YE-1103 - Lever handle with Rose & Escutcheons with thumbturn cylinder and lockbody,Black Matt,4440,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-OR-DC-AB,YE-1103 - Lever handle with Rose & Escutcheons with double cylinder and lockbody,Antique Brass,4100,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-OR-DC-SS,YE-1103 - Lever handle with Rose & Escutcheons with double cylinder and lockbody,Satin Steel,4100,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-OR-DC-BM,YE-1103 - Lever handle with Rose & Escutcheons with double cylinder and lockbody,Black Matt,4440,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-OR-BK-AB,YE-1103 - Lever handle with Rose & Escutcheons with privacy cylinder and lockbody,Antique Brass,4100,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-OR-BK-SS,YE-1103 - Lever handle with Rose & Escutcheons with privacy cylinder and lockbody,Satin Steel,4100,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-OR-BK-BM,YE-1103 - Lever handle with Rose & Escutcheons with privacy cylinder and lockbody,Black Matt,4440,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-OR-BL-AB,YE-1103 - Lever handle on Rose with Baby Latch,Antique Brass,2640,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-OR-BL-SS,YE-1103 - Lever handle on Rose with Baby Latch,Satin Steel,2640,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-OR-BL-BM,YE-1103 - Lever handle on Rose with Baby Latch,Black Matt,2900,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-8P-6L-AB,"YE-1103 - Lever Handle on 8"" Plate - Six Lever Mortise Body",Antique Brass,2640,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-8P-6L-SS,"YE-1103 - Lever Handle on 8"" Plate - Six Lever Mortise Body",Satin Steel,2640,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1103-8P-6L-BM,"YE-1103 - Lever Handle on 8"" Plate - Six Lever Mortise Body",Black Matt,2900,INR,23,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-10P-TT-AB,"YE-1104 - Lever handle with 10"" backplate thumbturn cylinder and lockbody",Antique Brass,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-10P-TT-SS,"YE-1104 - Lever handle with 10"" backplate thumbturn cylinder and lockbody",Satin Steel,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-10P-TT-BM,"YE-1104 - Lever handle with 10"" backplate thumbturn cylinder and lockbody",Black Matt,4440,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-10P-DC-AB,"YE-1104 - Lever handle with 10"" backplate double cylinder and lockbody",Antique Brass,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-10P-DC-SS,"YE-1104 - Lever handle with 10"" backplate double cylinder and lockbody",Satin Steel,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-10P-DC-BM,"YE-1104 - Lever handle with 10"" backplate double cylinder and lockbody",Black Matt,4440,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-8P-TT-AB,"YE-1104 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Antique Brass,3900,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-8P-TT-SS,"YE-1104 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Satin Steel,3900,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-8P-TT-BM,"YE-1104 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Black Matt,4280,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-8P-DC-AB,"YE-1104 - Lever handle with 8"" backplate double cylinder and lockbody",Antique Brass,3900,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-8P-DC-SS,"YE-1104 - Lever handle with 8"" backplate double cylinder and lockbody",Satin Steel,3900,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-8P-DC-BM,"YE-1104 - Lever handle with 8"" backplate double cylinder and lockbody",Black Matt,4280,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-8P-BK-AB,"YE-1104 - Lever handle with 8"" backplate privacy cylinder & lockbody",Antique Brass,3900,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-8P-BK-SS,"YE-1104 - Lever handle with 8"" backplate privacy cylinder & lockbody",Satin Steel,3900,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-8P-BK-BM,"YE-1104 - Lever handle with 8"" backplate privacy cylinder & lockbody",Black Matt,4280,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-5P-BL-AB,"YE-1104 - Lever handle with 5"" backplate with baby latch",Antique Brass,2640,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-5P-BL-SS,"YE-1104 - Lever handle with 5"" backplate with baby latch",Satin Steel,2640,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-5P-BL-BM,"YE-1104 - Lever handle with 5"" backplate with baby latch",Black Matt,2900,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-OR-TT-AB,YE-1104 - Lever handle with Rose & Escutcheons with thumbturn cylinder and lockbody,Antique Brass,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-OR-TT-SS,YE-1104 - Lever handle with Rose & Escutcheons with thumbturn cylinder and lockbody,Satin Steel,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-OR-TT-BM,YE-1104 - Lever handle with Rose & Escutcheons with thumbturn cylinder and lockbody,Black Matt,4440,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-OR-DC-AB,YE-1104 - Lever handle with Rose & Escutcheons with double cylinder and lockbody,Antique Brass,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-OR-DC-SS,YE-1104 - Lever handle with Rose & Escutcheons with double cylinder and lockbody,Satin Steel,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-OR-DC-BM,YE-1104 - Lever handle with Rose & Escutcheons with double cylinder and lockbody,Black Matt,4440,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-OR-BK-AB,YE-1104 - Lever handle with Rose & Escutcheons with privacy cylinder and lockbody,Antique Brass,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-OR-BK-SS,YE-1104 - Lever handle with Rose & Escutcheons with privacy cylinder and lockbody,Satin Steel,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-OR-BK-BM,YE-1104 - Lever handle with Rose & Escutcheons with privacy cylinder and lockbody,Black Matt,4440,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-OR-BL-AB,YE-1104 - Lever handle on Rose with Baby Latch,Antique Brass,2640,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-OR-BL-SS,YE-1104 - Lever handle on Rose with Baby Latch,Satin Steel,2640,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-OR-BL-BM,YE-1104 - Lever handle on Rose with Baby Latch,Black Matt,2900,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-8P-6L-AB,"YE-1104 - Lever Handle on 8"" Plate - Six Lever Mortise Body",Antique Brass,2640,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-8P-6L-SS,"YE-1104 - Lever Handle on 8"" Plate - Six Lever Mortise Body",Satin Steel,2640,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1104-8P-6L-BM,"YE-1104 - Lever Handle on 8"" Plate - Six Lever Mortise Body",Black Matt,2900,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-10P-TT-AB,"YE-1105 - Lever handle with 10"" backplate thumbturn cylinder and lockbody",Antique Brass,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-10P-TT-SS,"YE-1105 - Lever handle with 10"" backplate thumbturn cylinder and lockbody",Satin Steel,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-10P-TT-BM,"YE-1105 - Lever handle with 10"" backplate thumbturn cylinder and lockbody",Black Matt,4440,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-10P-DC-AB,"YE-1105 - Lever handle with 10"" backplate double cylinder and lockbody",Antique Brass,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-10P-DC-SS,"YE-1105 - Lever handle with 10"" backplate double cylinder and lockbody",Satin Steel,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-10P-DC-BM,"YE-1105 - Lever handle with 10"" backplate double cylinder and lockbody",Black Matt,4440,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-8P-TT-AB,"YE-1105 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Antique Brass,3900,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-8P-TT-SS,"YE-1105 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Satin Steel,3900,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-8P-TT-BM,"YE-1105 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Black Matt,4280,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-8P-DC-AB,"YE-1105 - Lever handle with 8"" backplate double cylinder and lockbody",Antique Brass,3900,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-8P-DC-SS,"YE-1105 - Lever handle with 8"" backplate double cylinder and lockbody",Satin Steel,3900,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-8P-DC-BM,"YE-1105 - Lever handle with 8"" backplate double cylinder and lockbody",Black Matt,4280,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-8P-BK-AB,"YE-1105 - Lever handle with 8"" backplate privacy cylinder & lockbody",Antique Brass,3900,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-8P-BK-SS,"YE-1105 - Lever handle with 8"" backplate privacy cylinder & lockbody",Satin Steel,3900,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-8P-BK-BM,"YE-1105 - Lever handle with 8"" backplate privacy cylinder & lockbody",Black Matt,4280,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-5P-BL-AB,"YE-1105 - Lever handle with 5"" backplate with baby latch",Antique Brass,2640,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-5P-BL-SS,"YE-1105 - Lever handle with 5"" backplate with baby latch",Satin Steel,2640,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-5P-BL-BM,"YE-1105 - Lever handle with 5"" backplate with baby latch",Black Matt,2900,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-OR-TT-AB,YE-1105 - Lever handle with Rose & Escutcheons with thumbturn cylinder and lockbody,Antique Brass,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-OR-TT-SS,YE-1105 - Lever handle with Rose & Escutcheons with thumbturn cylinder and lockbody,Satin Steel,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-OR-TT-BM,YE-1105 - Lever handle with Rose & Escutcheons with thumbturn cylinder and lockbody,Black Matt,4440,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-OR-DC-AB,YE-1105 - Lever handle with Rose & Escutcheons with double cylinder and lockbody,Antique Brass,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-OR-DC-SS,YE-1105 - Lever handle with Rose & Escutcheons with double cylinder and lockbody,Satin Steel,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-OR-DC-BM,YE-1105 - Lever handle with Rose & Escutcheons with double cylinder and lockbody,Black Matt,4440,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-OR-BK-AB,YE-1105 - Lever handle with Rose & Escutcheons with privacy cylinder and lockbody,Antique Brass,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-OR-BK-SS,YE-1105 - Lever handle with Rose & Escutcheons with privacy cylinder and lockbody,Satin Steel,4100,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-OR-BK-BM,YE-1105 - Lever handle with Rose & Escutcheons with privacy cylinder and lockbody,Black Matt,4440,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-OR-BL-AB,YE-1105 - Lever handle on Rose with Baby Latch,Antique Brass,2640,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-OR-BL-SS,YE-1105 - Lever handle on Rose with Baby Latch,Satin Steel,2640,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-OR-BL-BM,YE-1105 - Lever handle on Rose with Baby Latch,Black Matt,2900,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-8P-6L-AB,"YE-1105 - Lever Handle on 8"" Plate - Six Lever Mortise Body",Antique Brass,2640,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-8P-6L-SS,"YE-1105 - Lever Handle on 8"" Plate - Six Lever Mortise Body",Satin Steel,2640,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1105-8P-6L-BM,"YE-1105 - Lever Handle on 8"" Plate - Six Lever Mortise Body",Black Matt,2900,INR,24,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1107-10P-TT-AB,"YE-1107 - Lever handle with 10"" backplate thumbturn cylinder and lockbody",Antique Brass,4100,INR,25,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1107-10P-TT-SS,"YE-1107 - Lever handle with 10"" backplate thumbturn cylinder and lockbody",Satin Steel,4100,INR,25,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1107-10P-TT-BM,"YE-1107 - Lever handle with 10"" backplate thumbturn cylinder and lockbody",Black Matt,4440,INR,25,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1107-10P-DC-AB,"YE-1107 - Lever handle with 10"" backplate double cylinder and lockbody",Antique Brass,4100,INR,25,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1107-10P-DC-SS,"YE-1107 - Lever handle with 10"" backplate double cylinder and lockbody",Satin Steel,4100,INR,25,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1107-10P-DC-BM,"YE-1107 - Lever handle with 10"" backplate double cylinder and lockbody",Black Matt,4440,INR,25,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1107-8P-TT-AB,"YE-1107 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Antique Brass,3900,INR,25,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1107-8P-TT-SS,"YE-1107 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Satin Steel,3900,INR,25,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1107-8P-TT-BM,"YE-1107 - Lever handle with 8"" backplate thumbturn cylinder and lockbody",Black Matt,4280,INR,25,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1107-8P-DC-AB,"YE-1107 - Lever handle with 8"" backplate double cylinder and lockbody",Antique Brass,3900,INR,25,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
Yale,Essential Series,Mortise Eternal Lever Handle Comboset,YE-1107-8P-DC-SS,"YE-1107 - Lever handle with 8"" backplate double cylinder and lockbody",Satin Steel,3900,INR,25,HIGH,Source code uses a placeholder '( __ )' for the finish suffix; AB/SS/BM substituted here.
